Node,Airport Name,Lon,Lat
HOG, Frank Pais International,-76.3207656308523,20.7878278
TXL, Tegel,13.2805095220741,52.55737385
WUH, Tianhe,114.212383821848,30.7738321
DHN, Dothan Regional,-85.4499585964323,31.32004005
BOM, Chhatrapati Shivaji Maharaj International,72.863808447654,19.0902005
BSB, Presidente Juscelino Kubitschek International,-47.9124565199434,-15.87132945
DXB, Dubai International,55.3685408939522,25.2514169
EAT, Pangborn Memorial,-120.211607860794,47.40223795
VVI, Viru Viru International,-63.1386222398218,-17.65947165
JNB, Oliver Reginald Tambo International,28.2417410716097,-26.1356625
ATH, Eleftherios Venizelos International,23.9465284918041,37.93732705
PUS, Gimhae International,128.936445054351,35.1800226
NBO, Nairobi Jomo Kenyatta International,36.9320804770884,-1.31574735
PUW, Pullman Moscow Regional,-117.110283678028,46.74430515
SCL, Arturo Merino Benitez International,-70.7941739198546,-33.38867925
MVD, Carrasco International,-56.0219927204914,-34.83043195
YUM, Yuma MCAS/Yuma International,-114.607725868737,32.64851395
YKM, Yakima Air Terminal/McAllister Field,-120.53679819122,46.56681015
KBP, Boryspil International,30.8915877525104,50.34002905
DOH, Doha International,51.6068053574413,25.27463735
KWI, Kuwait International,47.9646732528684,29.22201995
CAI, Cairo International,31.4245370403275,30.11407775
ALZ, Alitak Seaplane Base,-154.2495771,56.8973983
SYB, Seal Bay Airport,-152.1902437,58.3607334
ICY, Icy Bay Airport,-141.6485096,59.9672716
XWA, Williston Basin International,-103.746771347564,48.2605484
NKI, Naukiti Airport,-133.2292064,55.8521547
LED, Pulkovo,30.2676482940934,59.8016824
BJC, Rocky Mountain Metro,-105.113308234998,39.90778875
CHD, Chandler Municipal,-111.810925305782,33.26982465
FTY, Fulton County Airport-Brown Field,-84.5213205,33.7789954
SXF, Schoenefeld,13.5113111091995,52.3734113
TLC, Licenciado Adolfo Lopez Mateos International,-99.5661961763223,19.3378935
ASH, Boire Field,-71.51480102539999,42.7817001343
LWM, Lawrence Municipal,-71.1208720898487,42.7162249
MA4, Marshfield Municipal George Harlow Field,23.3868106349565,55.8946745
ARA, Acadiana Regional,-91.883904,30.0378
ASN, Talladega Municipal,-86.0535362,33.5694027
LA1, Natchitoches Regional,-93.0990982055664,31.735700607299805
PWK, Chicago Executive,-87.9013847014316,42.1175026
SIR, Sion Airport,7.33152372425949,46.21963795
STN, London Stansted,0.234999999404,51.8849983215
VRN, Villafranca,10.8858959289725,45.39717245
NV6, Calvada Meadows,8.5570415,50.0479358
UDD, Bermuda Dunes Airport,-116.275661528698,33.74865085
GRQ, Eelde,6.58172323449291,53.1214959
LUX, Luxembourg Airport,6.2093930763851,49.62637155
MCC, McClellan Airfield,-121.409505566729,38.6646655
NEW, Lakefront,-90.0277218608505,30.04240895
AVW, Marana Regional,-111.218002319,32.4095993042
BIH, Bishop Airport,-118.363998413,37.3731002808
KOY, Olga Bay Seaplane Base,-154.229995728,57.161499023400005
MZJ, Pinal Airpark,-111.32800293,32.5106010437
FHB, Fernandina Beach Municipal,-81.461197,30.611799
ROG, Rogers Executive Carter Field,-94.10690308,36.37229919
FDY, Findlay Airport,-83.66870117190001,41.013500213600004
GON, Groton-New London,-72.04509735107422,41.330101013183594
RBW, Lowcountry Regional,-80.6415027,32.9201327
SEG, Penn Valley,-76.863304,40.8167514
SLU, George F Charles,-60.9943995169477,14.0198739
KCC, Coffman Cove Seaplane Base,-132.8338749,56.0148437
SVW, Sparrevohn LRRS,-155.574605054334,61.09604365
FMN, Four Corners Regional,-108.228864558652,36.7414404
LAL, Lakeland Linder International,-82.0147825536825,27.9860243
MKC, Charles B. Wheeler Downtown,-94.5928393404876,39.12417015
LEW, Auburn Lewiston Municipal,-70.2828324,44.0484069
PSA, Pisa Airport,10.3955270099828,43.68479365
BLL, Billund Airport,9.16074608624515,55.7411782
SMV, Samedan,9.8841105,46.5340996
SZG, Salzburg Airport,13.0018305769587,47.7934551
MFM, Macau International,113.589360756201,22.149929
QMA, Cobb County International McCollum Field,-84.597027,34.013167
PNE, Northeast Philadelphia,-75.0105,40.0818001
AWM, West Memphis Municipal,-90.2342623,35.1362025
IL3, Litchfield Municipal,-94.5073013305664,45.09709930419922
WDR, Barrow County,-83.6653299664259,33.981797
GMP, Gimpo International,126.793298543895,37.55902745
TRN, Torino,7.64897507527356,45.20096875
SBD, San Bernardino International,-117.234569101414,34.09599685
BFT, Beaufort County,-80.6329308,32.4136774
THV, York Airport,-76.8721595995092,39.91489515
HLG, Wheeling Ohio County,-80.6423412587373,40.17411275
LNA, Palm Beach County Park,-80.0853220050412,26.59344965
YPR, Prince Rupert,-130.443901226614,54.2849597
MXL, General Rodolfo Sanchez Taboada International,-115.252190576713,32.6333278
NIB, Nikolai Airport,-154.3579666,63.0182542
GA3, Newnan Coweta County,-84.7697982788086,33.31159973144531
ERF, Erfurt Weimar,10.9586466200839,50.9792725
WKV, Penns Landing Seaplane Base,-75.141288,39.937335
PIK, Prestwick,-4.57759660297398,55.50230535
CPT, Cape Town International,18.6020542427743,-33.97109385
VIJ, Virgin Gorda Airport,-64.4279001888192,18.4466072
N2C, Charlotte Monroe Executive,-80.62205,35.01742
LSV, Nellis AFB,-115.032206985162,36.2374797
LUF, Luke AFB,-112.373649055117,33.5351073
YMX, Montreal International (Mirabel),-74.0442056,45.6763769
UOX, University-Oxford,-89.5320588208101,34.3826893
YHU, St. Hubert,-73.4116526620563,45.5214065
NC1, Gastonia Municipal,103.9926003,1.3695557
EDF, Elmendorf AFB,-149.8070068359375,61.250999450683594
XIY, Xianyang,108.758010874322,34.43872725
RDG, Reading Regional/Carl A Spaatz Field,-75.9666830412704,40.3781706
TCM, McChord Field,-122.4765,47.1377
YQM, Greater Moncton Romeo Leblanc International,-64.6755606937788,46.11647835
RIV, March ARB,-117.259003,33.880699
IST, Istanbul Airport,28.7274163254141,41.2731718
FAO, Faro Airport,-7.97391106572261,37.0174596
GOT, Landvetter,12.2877630012367,57.66241475
ANR, Deurne,4.46347143533884,51.18815085
BRN, Bern/Belp,7.49859741688349,46.91221345
ODE, Hans Christian Anderson,10.3279683212848,55.4751004
OXF, Oxford Airport,-1.32304955975195,51.83706835
WMK, Meyers Chuck Seaplane Base,-132.2583689,55.7405859
AGC, Allegheny County,-79.9290465432013,40.3534454
FID, Elizabeth Field,-72.0289110045477,41.25300435
ME3, Belfast Municipal,-69.01190185546875,44.409400939941406
SFZ, North Central State,-71.4927732221436,41.9219864
GBH, Galbraith Lake Airport,-149.49,68.4788889
CO1, Monte Vista Municipal,-106.0479965209961,37.52730178833008
CXO, Conroe North Houston Regional,-95.414497,30.351801
LGU, Logan Cache,-111.848467543536,41.79340775
PWA, Wiley Post,-97.6454794730251,35.53659705
FPR, Treasure Coast International,-80.3660560062913,27.49413195
EEN, Dillant Hopkins,-72.268897,42.8994
JBQ, Dr. Joaquin Balaguer International,-69.9859552449411,18.5713733
MQI, Quincy Airport,-71,42.25
OBE, Okeechobee County,-80.8504327027433,27.2686992
PA5, Brandywine Regional,-75.581902,39.990101
RME, Griffiss International,-75.4142921567901,43.2322434
BFK, Buckley AFB,-104.758286,39.7078055
MEV, Minden-Tahoe,-119.751701872726,39.0030691
YHM, John C. Munro Hamilton International,-79.9275372155442,43.17084875
FMY, Page Field,-81.862081160201,26.58587405
DWC, Dubai Al Maktoum International,55.1639079450187,24.8926515
BNF, Warm Spring Bay Seaplane Base,-134.833146,57.088799
IN6, Clark Regional,-85.73819732666016,38.36539840698242
YGK, Kingston Airport,-76.5977245210112,44.22465785
CIA, Ciampino,12.5912711332069,41.79954695
NHT, RAF Northolt,-0.418103229385512,51.55435185
WLG, Wellington International,174.807702963453,-41.32691975
CWB, Afonso Pena,-49.1680420980351,-25.53279165
LPS, Lopez Island Airport,6.793275,47.0834434
MST, Maastricht Aachen,5.77132050283004,50.91249905
SEF, Sebring Regional,-81.3466577228957,27.4566741
HAJ, Hannover Airport,9.68723657582659,52.46144075
TYM, Staniel Cay,-76.43910217285156,24.169099807739258
ZXH, Chomondely Sound Airport,-132.32105,55.23201
HWD, Hayward Executive,-122.122001648,37.659198761
VIS, Visalia Municipal,-119.392997742,36.3186988831
SUS, Spirit of St. Louis,-90.652000427246,38.662101745605
AIK, Aiken Regional,-81.6842739,33.649307
DVT, Phoenix - Deer Valley,-112.079804341182,33.68917595
FYV, Drake Field,-94.1688359757341,36.0052799
LRU, Las Cruces International,-106.9220857,32.286877
TKI, Tokeen Airport,-133.3261834,55.9369008
VGT, North Las Vegas,-115.196046956619,36.2101116
VWD, Hanford Municipal,-119.6279984,36.31669998
ESN, Easton/Newnam Field,-76.0685649014205,38.80316115
YQG, Windsor Airport,-82.945034555007,42.27541855
YRQ, Trois Rivieres Airport,-72.6781501761629,46.3567288
RKV, Reykjavik Airport,-21.9409444551476,64.129393
ILG, New Castle,-75.6063155,39.6784459
XRY, Jerez,-6.06416879882083,36.74393575
UBF, Chatham Municipal,-69.989501953125,41.68840026855469
05A, Little Squaw Airport,-86.8800341,21.042857
RLU, Bornite Upper,-156.933,67.1
MRC, Maury County,-87.1800643125152,35.5548206
JZI, Portland Municipal,-84.99009705,40.45080185
YXT, Terrace Airport,-128.574788062216,54.4672709
NLC, Lemoore NAS,-119.9520035,36.3330002
HBI, Harbour Island Airport,-76.75,25.5
MHR, Sacramento Mather,-121.303800081722,38.5532409
JCI, New Century Aircenter,-94.8880610965254,38.8305804
NMC, Norman's Cay Airport,-76.82019805908203,24.59429931640625
LYS, Lyon Saint Exupery,5.08650075555424,45.7245365
ESB, Esenboga,32.9979603926792,40.1255726
PVS, Provideniya Bay,-173.237470127825,64.38003795
CFT, Greenlee County,-109.2099991,32.95280075
PUQ, Carlos Ibanez del Campo International,-70.8456465,-53.0050938
NTR, Del Norte International,-100.240805225557,25.86668535
VCE, Marco Polo International,12.3425796810648,45.50353855
TFS, Tenerife Sur,-16.5727152996735,28.04605465
ADW, Joint Base Andrews,-76.866997,38.810799
BIF, Biggs AAF,-106.3899642,31.8341577
YNG, Youngstown-Warren Regional,-80.6749793559391,41.26073745
FSZ, Shizuoka Airport,138.184137072165,34.7965038
NOU, Noumea La Tontouta,166.214058822038,-22.01488615
IWO, Iwoto Airport,141.324272482351,24.7852394
GLA, Glasgow Airport,-4.4330556,55.8719444
PSF, Pittsfield Municipal,-73.2928876455017,42.42642225
BAF, Westfield Barnes Regional,-72.7119274634036,42.1605968
UT1, Heber Valley,2.5483569,48.9977023
RCE, Roche Harbor Airport,-123.1596319,48.6081548
OLM, Olympia Regional,-122.9029999,46.9693985
GYR, Phoenix Goodyear,-112.371851197805,33.42278685
YTM, Mont-Tremblant International,-74.7793708,46.4071076
YKF, Waterloo,-80.3842506060666,43.46039235
HTO, East Hampton Airport,-72.2498948795567,40.96146555
CAT, New Bight Airport,-65.7537968109035,-28.59384115
WTD, West End Airport,-78.9834305553414,26.6883433
RLG, Laage,12.2762043710802,53.91914275
MPL, Montpellier Mediterranee,3.96314748255355,43.58045285
YXY, Erik Nielsen International,-135.069353637564,60.70919245
CGN, Koeln Bonn,7.13890628951483,50.8677927
TIW, Tacoma Narrows,-122.576636578667,47.26975255
JXN, Jackson County-Reynolds Field,-84.4624298939131,42.260282
PBM, Johan A. Pengel International,-55.1880364142145,5.45258545
CYB, Charles Kirkconnell International,-79.8820993,19.6872723
6B0, Middlebury State,-73.09590148929999,43.9847984314
1GA, Henry County,-88.38289642330001,36.338199615499995
TSA, Taipei Songshan,121.554900863479,25.0664615
HIO, Portland Hillsboro,-122.947489062582,45.54187515
AUZ, Aurora Municipal,-88.4594887623607,41.7733282
TLN, Hyeres Le Palyvestre,6.14784637673918,43.09576915
WY1, Ralph Wenz Field,-109.8069992,42.79550171
UKI, Ukiah Municipal,-123.202070577769,39.12728615
GA6, Cherokee County,-81.204161,32.1386541
FLX, Fallon Municipal,-118.7496591,39.4995272
HSH, Henderson Executive,-115.136075636094,35.97313425
DMA, Davis Monthan AFB,-110.869902396303,32.17079565
OSN, Osan AB,127.0297346,37.0897998
OKA, Naha,127.647975868459,26.1982697
SKF, Kelly Field,-98.5861854258543,29.3838847
JER, Jersey Airport,-2.19853843874458,49.2066455
SCQ, Santiago,-8.41891330714926,42.89764215
PML, Port Moller Airport,-160.5562625,56.0093835
ZBL, Biloela (Thangool),150.576861735898,-24.4946875
GGE, Georgetown County,-79.3190346636969,33.31429725
SOU, Southampton Airport,-1.3567999601364136,50.95029830932617
OST, Oostende,2.8622200489,51.198898315399994
RIX, Riga International,23.972645501981,56.92223965
MME, Durham Tees Valley,-1.42479031671731,54.50941065
PRG, Ruzyne,14.2705696336221,50.10203975
IOA, Ioannina Airport,20.8243007,39.694103
LUG, Lugano Airport,8.90983007253512,46.00410925
ZNA, Harbour,-123.9351766,49.1698302
ETZ, Metz Nancy Lorraine,6.24376943818618,48.97836485
NGU, Norfolk NS,-76.289299,36.937599
2GA, Camilla Mitchell County,-84.23680114746094,31.212900161743164
YDA, Dawson City Airport,-139.1280059814453,64.04309844970703
YQX, Gander International,-54.5737463981672,48.93562055
NUW, Whidbey Island NAS,-122.655998,48.351799
BRS, Bristol Airport,-2.71862377156189,51.38296995
POB, Pope AAF,-79.01804077253,35.1734655
