Node,Airport Name,Lon,Lat
TLC, Licenciado Adolfo Lopez Mateos International,-99.56600189,19.33709908
ASH, Boire Field,-71.51480103,42.78170013
LWM, Lawrence Municipal,-71.12339783,42.71720123
MA4, Marshfield Municipal George Harlow Field,23.386810634956497,
ARA, Acadiana Regional,-91.883904,30.0378
ASN, Talladega Municipal,-86.05090332,33.56990051
LA1, Natchitoches Regional,-93.0990982055664,
PWK, Chicago Executive,-87.901494,42.114222
SIR, Sion Airport,7.326759815,46.21960068
STN, London Stansted,0.234999999,51.88499832
VRN, Villafranca,10.8885,45.395699
NV6, Calvada Meadows,8.557041499999999,
UDD, Bermuda Dunes Airport,-116.27500149999999,33.74840164
GRQ, Eelde,6.579440117000001,53.11970139
LUX, Luxembourg Airport,6.204444400000001,49.6233333
MCC, McClellan Airfield,-121.40100100000001,38.66759872
NEW, Lakefront,-90.02829742,30.04240036
AVW, Marana Regional,-111.21800230000001,32.4095993
BIH, Bishop Airport,-118.36399840000001,37.37310028
KOY, Olga Bay Seaplane Base,-154.229722,57.161389
MZJ, Pinal Airpark,-111.32800290000002,32.51060104
FHB, Fernandina Beach Municipal,-81.461197,
ROG, Rogers Executive Carter Field,-94.10690308,
FDY, Findlay Airport,-83.66870117,41.01350021
GON, Groton-New London,-72.04509735,41.33010101
RBW, Lowcountry Regional,-80.6415027,
SEG, Penn Valley,-76.863304,
SLU, George F Charles,-60.992901,14.0202
KCC, Coffman Cove Seaplane Base,-132.833889,56.014722
SVW, Sparrevohn LRRS,-155.5740051,61.09740067
FMN, Four Corners Regional,-108.2300034,36.74119949
LAL, Lakeland Linder International,-82.018602,27.988899
MKC, Charles B. Wheeler Downtown,-94.59279633,39.12319946
LEW, Auburn Lewiston Municipal,-70.28350067,44.04850006
PSA, Pisa Airport,10.3927,43.683899
BLL, Billund Airport,9.151780128,55.74029922
SMV, Samedan,9.884110451,46.53409958
SZG, Salzburg Airport,13.00430012,47.79330063
MFM, Macau International,113.592003,22.149599
QMA, Cobb County International McCollum Field,-84.597027,
PNE, Northeast Philadelphia,-75.010597,40.081902
AWM, West Memphis Municipal,-90.2342623,
IL3, Litchfield Municipal,-94.5073013305664,
WDR, Barrow County,-83.66739655,33.98289871
GMP, Gimpo International,126.791,37.5583
TRN, Torino,7.64963,45.200802
SBD, San Bernardino International,-117.2350006,34.09540176
BFT, Beaufort County,-80.63439941,32.41220093
THV, York Airport,-76.8721595995092,
HLG, Wheeling Ohio County,-80.64630127,40.17499924
LNA, Palm Beach County Park,-80.08509827,26.59300041
YPR, Prince Rupert,-130.4450073,54.28609848
MXL, General Rodolfo Sanchez Taboada International,-115.241997,32.6306
NIB, Nikolai Airport,-154.358002,63.0186
GA3, Newnan Coweta County,-84.7697982788086,
ERF, Erfurt Weimar,10.95810032,50.97980118
WKV, Penns Landing Seaplane Base,-75.141288,
PIK, Prestwick,-4.586669922,55.50939941
CPT, Cape Town International,18.60169983,-33.96480179
VIJ, Virgin Gorda Airport,-64.42749786,18.44639969
N2C, Charlotte Monroe Executive,-80.62205,
LSV, Nellis AFB,-115.0339966,36.23619843
LUF, Luke AFB,-112.38300320000002,33.53499985
YMX, Montreal International (Mirabel),-74.038696,45.679501
UOX, University-Oxford,-89.53679657,34.38430023
YHU, St. Hubert,-73.41690063,45.51750183
NC1, Gastonia Municipal,103.9926003,
EDF, Elmendorf AFB,-149.8070068,61.25099945
XIY, Xianyang,108.751999,34.447102
RDG, Reading Regional/Carl A Spaatz Field,-75.96520233,40.37850189
TCM, McChord Field,-122.47599790000001,47.13769913
YQM, Greater Moncton Romeo Leblanc International,-64.6785965,46.11220169
RIV, March ARB,-117.259003,33.880699
IST, Istanbul Airport,28.751944,41.275278
FAO, Faro Airport,-7.965909957999999,37.01440048
GOT, Landvetter,12.27980042,57.66279984
ANR, Deurne,4.460279942,51.18939972
BRN, Bern/Belp,7.497149943999999,46.91410065
ODE, Hans Christian Anderson,10.33090019,55.47669983
OXF, Oxford Airport,-1.320000052,51.83689879999999
WMK, Meyers Chuck Seaplane Base,-132.2583689,
AGC, Allegheny County,-79.93019867,40.35440063
FID, Elizabeth Field,-72.0154,41.1505
ME3, Belfast Municipal,-69.01190185546875,
SFZ, North Central State,-71.49140167,41.92079926
GBH, Galbraith Lake Airport,-149.49,
CO1, Monte Vista Municipal,-106.0479965209961,
CXO, Conroe North Houston Regional,-95.414497,30.351801000000002
LGU, Logan Cache,-111.85199740000002,41.79119873
PWA, Wiley Post,-97.64710236,35.53419876
FPR, Treasure Coast International,-80.36830139,27.49510002
EEN, Dillant Hopkins,-72.27079773,42.89839935
JBQ, Dr. Joaquin Balaguer International,-69.98560333,18.57250023
MQI, Quincy Airport,-71.0,
OBE, Okeechobee County,-80.84980011,27.26280022
PA5, Brandywine Regional,-75.581902,
RME, Griffiss International,-75.40699768,43.23379898
BFK, Buckley AFB,-104.7519989,39.7016983
MEV, Minden-Tahoe,-119.751701872726,
YHM, John C. Munro Hamilton International,-79.93499756,43.17359924
FMY, Page Field,-81.86329651,26.58659935
DWC, Dubai Al Maktoum International,55.161389,24.896356
BNF, Warm Spring Bay Seaplane Base,5.321868,60.395178
IN6, Clark Regional,-85.73819732666016,
YGK, Kingston Airport,-76.59690094,44.22529984
CIA, Ciampino,12.5949,41.7994
NHT, RAF Northolt,-0.418166995,51.5530014
WLG, Wellington International,174.80499269999999,-41.32720184
CWB, Afonso Pena,-49.17580032,-25.5284996
LPS, Lopez Island Airport,-122.9380035,48.48389816
MST, Maastricht Aachen,5.7701400000000005,50.911701
SEF, Sebring Regional,-81.3423996,27.45639992
HAJ, Hannover Airport,9.685079575,52.46110153
TYM, Staniel Cay,-76.43910217,24.16909981
ZXH, Chomondely Sound Airport,-132.32105,
HWD, Hayward Executive,-122.12200159999998,37.65919876
VIS, Visalia Municipal,-119.3929977,36.31869888
SUS, Spirit of St. Louis,-90.65200043,38.66210175
AIK, Aiken Regional,-81.684998,33.649399
DVT, Phoenix - Deer Valley,-112.08300020000001,33.68830109
FYV, Drake Field,-94.17009735,36.00510025
LRU, Las Cruces International,-106.92199709999998,32.28939819
TKI, Tokeen Airport,-133.3261834,
VGT, North Las Vegas,-115.1940002,36.21070099
VWD, Hanford Municipal,-119.62799840000002,
ESN, Easton/Newnam Field,-76.06900024,38.80419922
YQG, Windsor Airport,-82.95559692,42.27560043
YRQ, Trois Rivieres Airport,-72.67939758,46.35279846
RKV, Reykjavik Airport,-21.94059944,64.12999725
ILG, New Castle,-75.60649872,39.67869949
XRY, Jerez,-6.060110092,36.74459839
UBF, Chatham Municipal,-69.989501953125,
05A, Little Squaw Airport,-86.88003409999999,
RLU, Bornite Upper,-156.933,
MRC, Maury County,-87.1800643125152,
JZI, Portland Municipal,-84.99009705,
YXT, Terrace Airport,-128.576009,54.468498
NLC, Lemoore NAS,-119.95200349999999,36.33300018
HBI, Harbour Island Airport,-76.75,
MHR, Sacramento Mather,-121.29799650000001,38.55390167
JCI, New Century Aircenter,-94.89029694,38.83089828
NMC, Norman's Cay Airport,-76.82019806,24.59429932
LYS, Lyon Saint Exupery,5.081111,45.725556
ESB, Esenboga,32.99509811,40.12810135
PVS, Provideniya Bay,-173.2429962,64.37809753
CFT, Greenlee County,-109.20999909999999,
PUQ, Carlos Ibanez del Campo International,-70.854599,-53.002602
NTR, Del Norte International,-100.23700000000001,25.865601
VCE, Marco Polo International,12.3519,45.505299
TFS, Tenerife Sur,-16.57250023,28.04450035
ADW, Joint Base Andrews,-76.866997,38.810798999999996
BIF, Biggs AAF,-106.3799973,31.84950066
YNG, Youngstown-Warren Regional,-80.67910004,41.26070023
FSZ, Shizuoka Airport,138.18944399999998,34.796110999999996
NOU, Noumea La Tontouta,166.2129974,-22.01460075
IWO, Iwoto Airport,141.32299799999998,24.7840004
GLA, Glasgow Airport,-4.433060169,55.87189865
PSF, Pittsfield Municipal,-73.2928876455017,
BAF, Westfield Barnes Regional,-72.715599,42.157799
UT1, Heber Valley,2.5483569,
RCE, Roche Harbor Airport,-123.159722,48.608056
OLM, Olympia Regional,-122.90299990000001,46.9693985
GYR, Phoenix Goodyear,-112.3759995,33.42250061
YTM, Mont-Tremblant International,-74.77999878,46.40940094
YKF, Waterloo,-80.37860107,43.46080017
HTO, East Hampton Airport,-72.2498948795567,
CAT, New Bight Airport,-9.35523,38.724998
WTD, West End Airport,-78.9834305553414,
RLG, Laage,12.27830029,53.91820145
MPL, Montpellier Mediterranee,3.963010073,43.57619858
YXY, Erik Nielsen International,-135.06700130000002,60.70959854
CGN, Koeln Bonn,7.142739773,50.86589813
TIW, Tacoma Narrows,-122.57800290000002,47.26789856
JXN, Jackson County-Reynolds Field,-84.45939636,42.25979996
PBM, Johan A. Pengel International,-55.18780136,5.4528298379999995
CYB, Charles Kirkconnell International,-79.88279724,19.68700027
6B0, Middlebury State,-73.09590148929999,
1GA, Henry County,-88.38289642330002,
TSA, Taipei Songshan,121.552002,25.06940079
HIO, Portland Hillsboro,-122.949997,45.540401
AUZ, Aurora Municipal,-88.4594887623607,
TLN, Hyeres Le Palyvestre,6.146029949,43.09730148
WY1, Ralph Wenz Field,-109.8069992,
UKI, Ukiah Municipal,-123.20099640000001,39.12599945
GA6, Cherokee County,-81.204161,
FLX, Fallon Municipal,-118.7496591,
HSH, Henderson Executive,-115.1340027,35.97280121
DMA, Davis Monthan AFB,-110.88300320000002,32.16650009
OSN, Osan AB,127.029999,37.090599
OKA, Naha,127.6460037,26.19580078
SKF, Kelly Field,-98.58110046,29.38419914
JER, Jersey Airport,-2.195509911,49.207901
SCQ, Santiago,-8.415140152000001,42.89630127
PML, Port Moller Airport,-160.5610046,56.00600052
ZBL, Biloela (Thangool),150.576861735898,
GGE, Georgetown County,-79.31960297,33.31169891
SOU, Southampton Airport,-1.35679996,50.95029831
OST, Oostende,2.862220049,51.19889832
RIX, Riga International,23.97109985,56.92359924
MME, Durham Tees Valley,-1.4294099809999998,54.50920105
PRG, Ruzyne,14.26,50.1008
IOA, Ioannina Airport,20.82250023,39.69639969
LUG, Lugano Airport,8.910579681,46.00429916
ZNA, Harbour,-123.9499969,49.18330002
ETZ, Metz Nancy Lorraine,6.251319885,48.98210144
NGU, Norfolk NS,-76.289299,36.937599
2GA, Camilla Mitchell County,-84.23680114746094,
YDA, Dawson City Airport,-139.128006,64.04309845
YQX, Gander International,-54.56809998,48.93690109
NUW, Whidbey Island NAS,-122.655998,48.351799
BRS, Bristol Airport,-2.71909,51.382702
POB, Pope AAF,-79.01450348,35.17089844
