Source,Target,Weight,Lon,Lat
ORD,ABQ,622,-87.90932141,41.9779849
MSP,KOA,622,-93.22092805,44.87801905
DEN,CMH,622,-104.985798,39.740959
YHZ,TPA,622,-63.5095565,44.87878455
LGA,MEM,623,-8.455050948,37.13258125
DCA,OMA,623,-117.9199499,33.8063981
DEN,FCA,624,-104.985798,39.740959
BGR,EWR,624,-68.81941486,44.8072619
JFK,PEI,624,-73.77937337,40.6429479
MCO,MAN,624,-81.3094431,28.41290355
MAJ,HNL,624,171.2714992,7.0649864
DOM,SJU,625,8.2920459,46.1152451
MCO,HSV,626,-81.3094431,28.41290355
PSP,JFK,626,-116.5096391,33.83029665
BWI,LIR,626,-76.67104838,39.17452575
ORD,FSD,627,-87.90932141,41.9779849
MAO,MIA,627,103.644644,31.856685
TLH,TPA,629,-84.35700873,30.40016355
ORD,ELP,629,-87.90932141,41.9779849
CVG,MBJ,629,-84.66516173,39.04990715
DEN,SHR,630,-104.985798,39.740959
MCI,CUN,630,11.39867725,47.26927505
MBJ,CVG,630,-77.9138874,18.50292595
UVF,EWR,631,-60.9538842,13.7342774
PBI,PHL,631,99.6044376,13.0692869
MSP,JAC,631,-93.22092805,44.87801905
SFO,PSP,631,95.48990319,65.2729258
MGM,DCA,632,-86.39038525,32.2967059
CUN,BOS,633,-74.1666756,5.0000086
DTW,APN,633,-83.35297538,42.2056991
DFW,TUL,634,-97.04652205,32.89651945
RDU,CUN,634,-78.78723822,35.88036145
ORD,LEX,634,-87.90932141,41.9779849
MTY,LAS,634,-100.1084251,25.7759627
ORD,MSN,635,-87.90932141,41.9779849
DEN,GJT,635,-104.985798,39.740959
ORD,XNA,635,-87.90932141,41.9779849
SAT,IAH,635,-7.669948126,40.77782635
DAL,HRL,637,13.3636275,45.8729219
IAD,ORF,638,-77.45342298,38.95226625
SJC,LAS,638,-121.929329,37.3633241
HDN,SEA,638,-107.220936,40.4844693
MSY,RDU,638,-90.26430439,29.99420015
LIR,BWI,638,4.5696516,51.131069
SMF,SJD,638,-121.5903703,38.68722345
GDL,MKE,639,-8.69084102,38.2644199
LGA,LEX,639,-8.455050948,37.13258125
MSN,ORD,640,98.2031112,19.3927456
SBN,DFW,640,10.7979188,51.4839284
EWR,MTJ,640,-74.17725485,40.68906405
MAZ,SJU,641,21.2073404,52.5461934
YUL,IAD,641,-73.74257166,45.46873715
ATL,GSP,642,-75.0000086,10.7500084
CLE,JFK,642,-84.1566341,39.0678155
PLS,ORD,642,-72.26888419,21.77415335
GSP,ATL,643,-82.21722846,34.8954456
HAV,ATL,643,-82.41424753,22.98738485
ORD,PIA,643,-87.90932141,41.9779849
IAH,CLE,644,-95.33220235,29.9839236
OGS,PIE,645,-16.51183551,28.3009686
LGA,CMH,645,-8.455050948,37.13258125
OMA,DFW,645,57.0036901,21.0000287
CLE,MSP,645,-84.1566341,39.0678155
SCE,ORD,645,-77.84864761,40.850333
MCI,SMF,645,11.39867725,47.26927505
CLT,RDU,646,-80.94574352,35.21074145
UPN,LAX,646,-102.0385185,19.397875
SFO,OMA,646,95.48990319,65.2729258
MCO,BED,647,-81.3094431,28.41290355
ATL,DCA,647,-75.0000086,10.7500084
OMA,IAH,647,57.0036901,21.0000287
CLT,FAY,649,-80.94574352,35.21074145
ANC,ORD,649,-77.75,-9.5
ABE,ORD,650,5.8585553,50.7041498
ORD,CKB,650,-87.90932141,41.9779849
PHX,ASE,650,-112.0094218,33.43290795
BUR,SJC,650,109.492143,52.7182426
GPT,SFB,651,104.999927,35.000074
BOS,PUJ,652,-71.01340799,42.3630236
DEN,IND,652,-104.985798,39.740959
MCO,YWG,652,-81.3094431,28.41290355
CVG,CUN,652,-84.66516173,39.04990715
YUL,DTW,652,-73.74257166,45.46873715
PIE,OMA,653,7.923549,45.060735
STI,SJU,653,8.6607384,45.898911
SLC,SFO,653,-111.9798985,40.7900661
BDL,CUN,653,-72.68501994,41.9405835
BWI,SJO,653,-76.67104838,39.17452575
YYC,FLL,653,-114.0105723,51.120751
GCM,ORD,655,-81.35854364,19.29262115
BDL,LAX,655,-72.68501994,41.9405835
FLL,LAX,655,-80.15099673,26.072017
ORD,EVV,656,-87.90932141,41.9779849
SJU,MAZ,657,-65.99743037,18.44319945
ATL,XNA,657,-75.0000086,10.7500084
YWG,MCO,658,-97.23792814,49.91046085
MCO,BED,658,-81.3094431,28.41290355
YVR,MCO,658,-123.1798642,49.193044
LFT,IAH,659,-91.98991066,30.2031617
DEN,MCI,659,-104.985798,39.740959
CLO,JFK,659,-76.38408945,3.5442855
FLL,MBJ,659,-80.15099673,26.072017
YQR,MCO,659,-104.6655943,50.4309992
DCA,CAK,660,-117.9199499,33.8063981
DCA,MHT,660,-117.9199499,33.8063981
LEX,DTW,660,-84.60492341,38.03481065
ORD,BIS,661,-87.90932141,41.9779849
MSP,AUA,661,-93.22092805,44.87801905
HSV,ATL,662,-86.76383388,34.63699305
PIT,ORD,662,-80.23702449,40.49178275
SXM,JFK,662,-63.11350144,18.04401325
PHL,LAS,662,-75.23521279,39.875018
DTW,FLL,663,-83.35297538,42.2056991
SJU,STX,663,-65.99743037,18.44319945
CUN,MCI,664,-74.1666756,5.0000086
BET,ANC,665,35.2224417,31.9420729
TYS,ORD,665,60.6178132,25.3590028
PGD,ROC,666,-81.9930281,26.9194137
MCI,ORD,666,11.39867725,47.26927505
CVG,DCA,666,-84.66516173,39.04990715
GCM,ORD,667,-81.35854364,19.29262115
PIT,YUL,668,-80.23702449,40.49178275
CVG,LGA,669,-84.66516173,39.04990715
MCO,MSY,670,-81.3094431,28.41290355
EWR,SAV,670,-74.17725485,40.68906405
PHL,BDA,671,-75.23521279,39.875018
DAY,EWR,672,66.2196554,33.725113
GUC,IAH,675,31.44197482,29.98775505
MSP,SJU,675,-93.22092805,44.87801905
SRQ,DTW,675,-82.55407423,27.39598835
FLL,SXM,676,-80.15099673,26.072017
EWR,MHT,676,-74.17725485,40.68906405
YAP,GUM,676,146.1285412,7.556
PNS,ORD,676,-87.18808593,30.4725975
AUS,IAD,677,-97.66500964,30.19348925
IAH,CVG,678,-95.33220235,29.9839236
BNA,DEN,678,-86.68308703,36.11958985
PSP,ORD,678,-116.5096391,33.83029665
MBJ,BOS,678,-77.9138874,18.50292595
CLT,LGA,678,-80.94574352,35.21074145
SAT,EWR,679,-7.669948126,40.77782635
RSW,PVD,679,-81.75880563,26.53294975
VPS,ATL,680,-86.51396034,30.5776961
PVU,TUS,680,76.6693199,8.8148882
DFW,IAH,680,-97.04652205,32.89651945
IND,SAN,680,-86.1746933,40.3270127
KEF,DFW,680,-22.62658374,63.98486065
LIT,PHX,680,23.7499997,55.3500003
MWA,STL,681,11.33533976,6.034127
ORD,SMF,681,-87.90932141,41.9779849
YYC,DEN,681,-114.0105723,51.120751
ORD,LIT,681,-87.90932141,41.9779849
SXM,FLL,682,-63.11350144,18.04401325
PPG,FGI,682,-170.7159686,-14.3347658
BNE,JFK,682,153.1213956,-27.38730325
BBU,IAD,683,26.09376628,44.5020437
OMA,IAH,683,57.0036901,21.0000287
BOS,HDN,683,-71.01340799,42.3630236
DTW,MYR,684,-83.35297538,42.2056991
ORD,JAX,685,-87.90932141,41.9779849
IAH,DFW,685,-95.33220235,29.9839236
RDU,PHL,685,-78.78723822,35.88036145
MSP,ZIH,685,-93.22092805,44.87801905
FSD,ORD,686,-96.74120958,43.58269775
SJU,STX,686,-65.99743037,18.44319945
YUL,PIT,686,-73.74257166,45.46873715
IAH,ORF,686,-95.33220235,29.9839236
IAD,CHA,687,-77.45342298,38.95226625
ORD,ICT,687,-87.90932141,41.9779849
FAI,SEA,687,-82.6418883,39.7886111
DFW,SLC,687,-97.04652205,32.89651945
MCO,MSP,687,-81.3094431,28.41290355
SJU,MSP,688,-65.99743037,18.44319945
RDU,CLT,689,-78.78723822,35.88036145
AUS,EWR,689,-97.66500964,30.19348925
BOS,MBJ,689,-71.01340799,42.3630236
GDL,IAH,689,-8.69084102,38.2644199
FLL,GRR,690,-80.15099673,26.072017
ORD,BNA,690,-87.90932141,41.9779849
RAI,BOS,691,0.5850391,48.7535124
IMT,DTW,691,10.51112607,43.8461091
ATL,HSV,692,-75.0000086,10.7500084
ATL,MIA,692,-75.0000086,10.7500084
YOW,ORD,692,-75.65998656,45.31596955
IAH,SAT,692,-95.33220235,29.9839236
PHX,LIT,692,-112.0094218,33.43290795
MCO,YQB,692,-81.3094431,28.41290355
SAV,EWR,693,-3.522476,58.5953788
IAH,JAC,693,-95.33220235,29.9839236
BNA,MSY,693,-86.68308703,36.11958985
TPA,ZRH,693,-82.53492762,27.9791649
RDU,PUJ,694,-78.78723822,35.88036145
CVG,CHS,695,-84.66516173,39.04990715
MCI,PIE,695,11.39867725,47.26927505
OGS,SFB,695,-16.51183551,28.3009686
IAD,BOS,695,-77.45342298,38.95226625
HSV,IAD,696,-86.76383388,34.63699305
JFK,PSP,696,-73.77937337,40.6429479
SEA,MCI,696,-122.3080159,47.4475673
OMA,PIE,697,57.0036901,21.0000287
SMF,ORD,699,-121.5903703,38.68722345
LGA,SRQ,699,-8.455050948,37.13258125
LIT,ORD,699,23.7499997,55.3500003
LEX,ORD,700,-84.60492341,38.03481065
ORD,DAY,700,-87.90932141,41.9779849
SJU,SKB,700,-65.99743037,18.44319945
ORD,DTW,701,-87.90932141,41.9779849
SFB,GPT,701,-81.24329603,28.7754331
JFK,LRM,702,-73.77937337,40.6429479
SFO,STS,702,95.48990319,65.2729258
OMA,LAX,702,57.0036901,21.0000287
SJU,EIS,703,-65.99743037,18.44319945
GRR,FLL,703,-85.5348824,42.8766147
JFK,CLE,703,-73.77937337,40.6429479
SFO,SLC,703,95.48990319,65.2729258
DEN,MTJ,706,-104.985798,39.740959
ORD,YYC,706,-87.90932141,41.9779849
ABQ,DEN,707,-106.6509851,35.0841034
DTW,NAS,707,-83.35297538,42.2056991
CAK,DCA,708,16.5136076,47.353935
PSP,SFO,708,-116.5096391,33.83029665
AMM,DTW,708,35.99539238,31.7241155
GUM,YAP,709,37.62145554,55.7546936
MYR,DTW,709,-78.92905971,33.6806406
ATL,LEX,710,-75.0000086,10.7500084
EYW,ORD,710,-81.75961603,24.5554773
PUJ,BOS,710,23.0942294,45.5143154
IAD,CLE,710,-77.45342298,38.95226625
IAD,AUA,710,-77.45342298,38.95226625
LAX,PVR,710,-118.4213763,33.94216755
MBS,DTW,711,-84.08284957,43.53579615
ORD,PNS,711,-87.90932141,41.9779849
ORF,IAD,711,-76.2022963,36.8946697
BDA,PHL,712,-60.3855889,-36.3789925
PIE,MCI,712,7.923549,45.060735
SFB,OGS,712,-81.24329603,28.7754331
ORD,CHA,712,-87.90932141,41.9779849
IAD,ORD,713,-77.45342298,38.95226625
IND,MSP,713,-86.1746933,40.3270127
LAX,SGU,714,-118.4213763,33.94216755
CVG,BDL,715,-84.66516173,39.04990715
MTJ,LAX,715,-8.628858515,38.74502535
DTW,ALB,715,-83.35297538,42.2056991
MTJ,SFO,715,-8.628858515,38.74502535
SFO,MMH,715,95.48990319,65.2729258
RDU,MSY,715,-78.78723822,35.88036145
ORD,LEX,716,-87.90932141,41.9779849
PIA,ORD,716,2.9191579,42.7452716
DTW,BJX,716,-83.35297538,42.2056991
TPA,GSP,717,-82.53492762,27.9791649
WST,BID,718,80.2820095,13.1089648
ATL,GGT,719,-75.0000086,10.7500084
ORD,CGI,720,-87.90932141,41.9779849
DEN,CLT,721,-104.985798,39.740959
DCA,LAN,721,-117.9199499,33.8063981
HOU,SMF,721,-95.27692609,29.64714905
IAH,AUS,722,-95.33220235,29.9839236
ORD,EYW,722,-87.90932141,41.9779849
IAD,STL,723,-77.45342298,38.95226625
JMS,DEN,723,121.1263228,14.1347888
ORD,ABQ,724,-87.90932141,41.9779849
RDU,PIT,724,-78.78723822,35.88036145
BNA,IAH,724,-86.68308703,36.11958985
DEN,PUB,724,-104.985798,39.740959
SGU,LAX,724,17.63105351,59.8474657
BOS,SNN,726,-71.01340799,42.3630236
SHR,DEN,727,2.575333361,47.0248824
CMH,LGA,727,-82.89304061,39.99705605
XNA,ORD,727,-94.30256159,36.2797478
IAH,DFW,727,-95.33220235,29.9839236
RIC,DTW,727,-82.5302254,40.776322
ORD,PSP,728,-87.90932141,41.9779849
ABQ,DCA,728,-106.6509851,35.0841034
BOS,YHZ,728,-71.01340799,42.3630236
ORD,LIR,728,-87.90932141,41.9779849
IAG,SFB,729,-78.95086768,43.1074871
HSV,DCA,729,-86.76383388,34.63699305
PHL,CRW,729,-75.23521279,39.875018
MCO,ZRH,729,-81.3094431,28.41290355
PHL,ORD,730,-75.23521279,39.875018
GSO,TPA,730,-79.9435685,36.1031477
BOS,JFK,730,-71.01340799,42.3630236
ORD,SAV,730,-87.90932141,41.9779849
LGA,MEM,730,-8.455050948,37.13258125
BNA,RSW,730,-86.68308703,36.11958985
YQB,MCO,730,-71.38436942,46.7931871
ANU,ATL,731,-1.596091923,42.97685085
SJC,MEX,731,-121.929329,37.3633241
CHS,CVG,732,-80.03946503,32.89929845
ORD,SDF,732,-87.90932141,41.9779849
LAX,OMA,732,-118.4213763,33.94216755
AUS,IAH,733,-97.66500964,30.19348925
ORD,SAV,733,-87.90932141,41.9779849
PDX,SFO,733,-122.5927798,45.5871326
AZA,FWA,734,-63.2896131,6.2642434
YYZ,MIA,734,-79.62912913,43.678524
IAD,SJO,735,-77.45342298,38.95226625
EWR,MCI,735,-74.17725485,40.68906405
DEN,DSM,735,-104.985798,39.740959
SFB,SWF,736,-81.24329603,28.7754331
DAY,ORD,736,66.2196554,33.725113
CHA,LGA,737,-85.20163697,35.0323918
TUS,PVU,737,-81.464888,40.3759469
HDN,ORD,737,-107.220936,40.4844693
STL,JAX,737,168.2936808,-45.7255555
MTJ,ATL,737,-8.628858515,38.74502535
JFK,BNE,737,-73.77937337,40.6429479
FAR,ORD,738,-7.931936617,37.0537571
IAH,LFT,738,-95.33220235,29.9839236
BNA,BOS,738,-86.68308703,36.11958985
PIT,JFK,739,-80.23702449,40.49178275
ACK,HYA,739,-70.05803594,41.25579665
CVG,IAH,739,-84.66516173,39.04990715
OMA,SFO,740,57.0036901,21.0000287
EWR,SAT,740,-74.17725485,40.68906405
EWR,GCM,741,-74.17725485,40.68906405
SAN,DTW,741,127.7965435,35.7724185
IAH,SIN,742,-95.33220235,29.9839236
DFW,HOU,743,-97.04652205,32.89651945
CHA,ORD,743,-85.20163697,35.0323918
ATL,GSO,744,-75.0000086,10.7500084
LAS,AMS,744,0.3098676,43.4697786
BIL,SDY,745,37.5837615,50.7080119
JAN,DCA,745,-3.492055612,37.9557275
LGA,SYR,745,-8.455050948,37.13258125
HSV,DTW,745,-86.76383388,34.63699305
SEA,DAL,745,-122.3080159,47.4475673
SRQ,LGA,746,-82.55407423,27.39598835
MDW,QRO,746,16.38565411,48.2020489
GSP,TPA,747,-82.21722846,34.8954456
MBJ,RDU,747,-77.9138874,18.50292595
CDV,ANC,747,-9.062203106,39.2395742
BNA,RIC,748,-86.68308703,36.11958985
PHX,YLW,748,-112.0094218,33.43290795
TLH,CLT,749,-84.35700873,30.40016355
LIT,DEN,749,23.7499997,55.3500003
GGT,ATL,750,-75.87650229,23.5624053
ORD,BIS,750,-87.90932141,41.9779849
DTW,QRO,750,-83.35297538,42.2056991
DAY,ORD,751,66.2196554,33.725113
KOA,BLI,751,176.4941417,-38.2390878
ORD,ORF,751,-87.90932141,41.9779849
ELP,ORD,752,6.647791836,52.88669785
SEA,BWI,752,-122.3080159,47.4475673
DTW,CIU,753,-83.35297538,42.2056991
ORD,KRK,753,-87.90932141,41.9779849
EWR,POS,754,-74.17725485,40.68906405
PHX,AMA,755,-112.0094218,33.43290795
XNA,EWR,755,-94.30256159,36.2797478
IAD,BUF,755,-77.45342298,38.95226625
DSS,IAD,755,-17.07343117,14.6655114
IAH,PTY,755,-95.33220235,29.9839236
DTW,BTV,758,-83.35297538,42.2056991
ORF,DTW,758,-76.2022963,36.8946697
MSY,BNA,758,-90.26430439,29.99420015
LGA,FLL,758,-8.455050948,37.13258125
GUM,PNI,758,37.62145554,55.7546936
SFO,MEX,758,95.48990319,65.2729258
SJO,IAD,758,-84.21192521,9.99332715
DEN,BNA,759,-104.985798,39.740959
DCA,TYS,759,-117.9199499,33.8063981
EWR,GRR,759,-74.17725485,40.68906405
PUB,DEN,759,18.06128646,59.334588
YHZ,MCO,760,-63.5095565,44.87878455
GRR,DTW,761,-85.5348824,42.8766147
ROC,PGD,761,1.4408482,44.8655853
LEX,ORD,761,-84.60492341,38.03481065
PNI,GUM,761,-9.312852836,39.33722515
HDN,BOS,761,-107.220936,40.4844693
DFW,BRO,762,-97.04652205,32.89651945
MSP,IMT,762,-93.22092805,44.87801905
LGA,MHT,763,-8.455050948,37.13258125
ATL,ELH,763,-75.0000086,10.7500084
EWR,GSO,763,-74.17725485,40.68906405
LNK,DEN,763,73.3490633,33.5764237
BDL,CVG,764,-72.68501994,41.9405835
CRW,PHL,765,-81.59421222,38.3727055
DLG,ANC,766,10.10632595,56.7256054
ORD,TYS,766,-87.90932141,41.9779849
MIA,BNA,766,-84.2236524,40.0580258
EWR,SAP,766,-74.17725485,40.68906405
PIE,FSD,767,7.923549,45.060735
IND,LAX,767,-86.1746933,40.3270127
JFK,CTG,767,-73.77937337,40.6429479
EWR,BZE,768,-74.17725485,40.68906405
DTW,MBJ,769,-83.35297538,42.2056991
CIU,DTW,769,-84.4691458,46.2481556
CLT,MOB,770,-80.94574352,35.21074145
IAD,GCM,770,-77.45342298,38.95226625
LAX,TPA,771,-118.4213763,33.94216755
IAH,BZN,771,-95.33220235,29.9839236
EWR,PQI,771,-74.17725485,40.68906405
RDU,CMH,772,-78.78723822,35.88036145
SWF,SFB,773,-74.12120288,41.5020532
MCO,SAL,773,-81.3094431,28.41290355
EWR,BNA,773,-74.17725485,40.68906405
TUL,DFW,774,37.3690909,53.9570701
DTW,LEX,774,-83.35297538,42.2056991
ORD,MLI,774,-87.90932141,41.9779849
IPT,PHL,775,-76.9217961,41.2431039
SFB,IAG,775,-81.24329603,28.7754331
GRR,PHX,775,-85.5348824,42.8766147
SYR,LGA,776,-76.11914451,43.1141752
MSP,PIA,776,-93.22092805,44.87801905
SIG,VQS,776,-0.1906822,35.5305119
DTW,YUL,776,-83.35297538,42.2056991
GSO,ATL,777,-79.9435685,36.1031477
DEN,MEM,777,-104.985798,39.740959
PHL,IAD,778,-75.23521279,39.875018
MSN,DCA,778,98.2031112,19.3927456
ORF,IAH,779,-76.2022963,36.8946697
OKC,BNA,779,-97.60534425,35.3848053
ORD,ICT,780,-87.90932141,41.9779849
SJU,YUL,780,-65.99743037,18.44319945
JAX,YYZ,780,3.6168847,45.1683631
IAH,JAX,781,-95.33220235,29.9839236
BUR,PHX,781,109.492143,52.7182426
BUF,ORD,782,-78.7307523,42.9402016
LIR,ORD,783,4.5696516,51.131069
EWR,SKB,783,-74.17725485,40.68906405
CMI,CLT,783,98.4462684,18.6951714
MYR,BWI,783,-78.92905971,33.6806406
SDY,BIL,784,45.4343391,38.738
DSM,DEN,784,-93.65927182,41.534256
MIA,ATL,784,-84.2236524,40.0580258
ORF,PHX,784,-76.2022963,36.8946697
CVG,CUN,784,-84.66516173,39.04990715
DCA,MSN,785,-117.9199499,33.8063981
MSP,CIU,786,-93.22092805,44.87801905
CHA,ORD,787,-85.20163697,35.0323918
CMH,LGA,787,-82.89304061,39.99705605
IAH,SDF,787,-95.33220235,29.9839236
ORD,IAD,787,-87.90932141,41.9779849
DTW,ORF,787,-83.35297538,42.2056991
BWI,MYR,788,-76.67104838,39.17452575
SJU,MSP,788,-65.99743037,18.44319945
DEN,LIT,790,-104.985798,39.740959
BOS,NAS,790,-71.01340799,42.3630236
FWA,AZA,791,13.236548,10.571943
JAN,ORD,791,-3.492055612,37.9557275
AMS,LAS,792,4.74148741,52.3264009
SBA,DEN,793,33.1451285,34.9823018
EWR,ROC,793,-74.17725485,40.68906405
IAD,CHS,794,-77.45342298,38.95226625
LAX,LIR,794,-118.4213763,33.94216755
ATL,BHM,795,-75.0000086,10.7500084
CLE,BDL,795,-84.1566341,39.0678155
PIT,RDU,795,-80.23702449,40.49178275
BID,WST,795,75.909784,18.9918442
ATL,SKB,795,-75.0000086,10.7500084
ORD,YWG,795,-87.90932141,41.9779849
DTW,IAD,795,-83.35297538,42.2056991
CHS,IAD,796,-80.03946503,32.89929845
SBN,ORD,797,10.7979188,51.4839284
CLE,PGD,798,-84.1566341,39.0678155
FLL,SAN,798,-80.15099673,26.072017
IAH,CUN,798,-95.33220235,29.9839236
EWR,AUS,798,-74.17725485,40.68906405
ORD,BHM,798,-87.90932141,41.9779849
SJU,HOU,799,-65.99743037,18.44319945
LGA,SDF,800,-8.455050948,37.13258125
PNS,ORD,800,-87.18808593,30.4725975
FAT,SEA,800,-119.7197446,36.776006
LNK,DEN,801,73.3490633,33.5764237
ORD,CLT,801,-87.90932141,41.9779849
BOS,MBJ,801,-71.01340799,42.3630236
LAX,PSP,801,-118.4213763,33.94216755
BNA,MIA,801,-86.68308703,36.11958985
MIA,SSA,801,-84.2236524,40.0580258
JFK,BUD,801,-73.77937337,40.6429479
HYA,ACK,802,-70.28481966,41.6707658
MSP,CLE,802,-93.22092805,44.87801905
CHS,ORD,802,-80.03946503,32.89929845
CMH,IAD,802,-82.89304061,39.99705605
SJD,SMF,802,-109.7188592,23.152007
EWR,PVD,805,-74.17725485,40.68906405
HYS,DEN,805,-0.5585581,47.7856172
EWR,SAL,806,-74.17725485,40.68906405
BHM,ATL,807,-86.75154127,33.5635078
SKB,EWR,808,78.5755313,27.0861137
MOB,CLT,808,-88.24115749,30.69214065
MBJ,DTW,808,-77.9138874,18.50292595
MLI,ORD,808,-90.50943186,41.446846
ORD,SYR,809,-87.90932141,41.9779849
BOS,MCO,809,-71.01340799,42.3630236
CRP,IAH,809,-97.50657535,27.7702374
ORD,MCI,810,-87.90932141,41.9779849
JFK,PIT,810,-73.77937337,40.6429479
ORD,CMH,810,-87.90932141,41.9779849
AMS,LAS,810,4.74148741,52.3264009
ACK,BOS,811,-70.05803594,41.25579665
JAX,ORD,811,3.6168847,45.1683631
FAI,ANC,811,-82.6418883,39.7886111
XNA,ATL,811,-94.30256159,36.2797478
RSW,BNA,811,-81.75880563,26.53294975
RIC,BNA,812,-82.5302254,40.776322
DFW,CYS,812,-97.04652205,32.89651945
ORD,GRR,812,-87.90932141,41.9779849
MEX,SJC,812,-99.6899716,19.4839446
CAE,LGA,813,-107.9917071,61.0666922
SGF,LAX,814,-93.38891406,37.24298375
TPA,TLH,815,-82.53492762,27.9791649
ORD,MEM,815,-87.90932141,41.9779849
DEN,MFR,816,-104.985798,39.740959
ORD,CDG,816,-87.90932141,41.9779849
BZN,IAH,817,-111.1569796,45.78359005
MEI,DFW,817,107.835,34.130278
BWI,YUL,817,-76.67104838,39.17452575
YLW,PHX,817,-119.37954,49.9567037
YYZ,JAX,817,-79.62912913,43.678524
MEM,ORD,818,-89.97689467,35.04625645
SLC,DFW,818,-111.9798985,40.7900661
LAX,SGF,819,-118.4213763,33.94216755
CVG,AUS,819,-84.66516173,39.04990715
PIT,JFK,819,-80.23702449,40.49178275
ORD,ANC,819,-87.90932141,41.9779849
CMH,PBI,820,-82.89304061,39.99705605
ORD,MKG,820,-87.90932141,41.9779849
PIA,MSP,821,2.9191579,42.7452716
YEG,PSP,822,-113.5888024,53.30873035
PSP,PDX,822,-116.5096391,33.83029665
LAX,IND,822,-118.4213763,33.94216755
YUL,BWI,822,-73.74257166,45.46873715
CLT,TYS,823,-80.94574352,35.21074145
TVC,ORD,823,76.95326886,8.4866779
SJC,BWI,824,-121.929329,37.3633241
IAD,SVO,824,-77.45342298,38.95226625
SAV,ORD,825,-3.522476,58.5953788
KEF,TPA,825,-22.62658374,63.98486065
GUM,TKK,826,37.62145554,55.7546936
IAD,GRR,826,-77.45342298,38.95226625
BOS,TER,826,-71.01340799,42.3630236
BOS,ACK,827,-71.01340799,42.3630236
YUL,ORD,827,-73.74257166,45.46873715
APN,DTW,827,-83.55999676,45.07879025
MIA,YYZ,827,-84.2236524,40.0580258
MZT,MSP,827,-106.2692581,23.1648301
EWR,YUL,827,-74.17725485,40.68906405
IAD,BNA,827,-77.45342298,38.95226625
SFO,PDX,827,95.48990319,65.2729258
ATL,AVL,828,-75.0000086,10.7500084
PIA,ORD,828,2.9191579,42.7452716
PVD,RSW,829,-71.42858822,41.72243995
PDX,IAD,829,-122.5927798,45.5871326
CHO,PHL,829,-77.0000086,6.0000085
ANC,ORD,830,-77.75,-9.5
FSM,DFW,830,-94.35697826,35.3392525
VQS,SIG,830,-65.49260791,18.13462385
YUL,SJU,830,-73.74257166,45.46873715
STL,MSP,831,168.2936808,-45.7255555
SAV,IAH,831,-3.522476,58.5953788
RDB,ANC,831,-162.9027778,68.0311111
SDF,LGA,832,-85.73540756,38.1716962
IAH,RNO,832,-95.33220235,29.9839236
PHX,MSN,832,-112.0094218,33.43290795
MSP,TUL,832,-93.22092805,44.87801905
FAY,CLT,833,2.80813,49.88527
BZN,LGB,833,-111.1569796,45.78359005
YWG,ORD,833,-97.23792814,49.91046085
DEN,VEL,833,-104.985798,39.740959
SJC,LAX,833,-121.929329,37.3633241
SJD,LAX,833,-109.7188592,23.152007
LAS,NRT,834,0.3098676,43.4697786
SJD,MSP,834,-109.7188592,23.152007
GRR,ORD,835,-85.5348824,42.8766147
ORD,SCE,836,-87.90932141,41.9779849
BWI,SJC,836,-76.67104838,39.17452575
TYS,CLT,837,60.6178132,25.3590028
DTW,SAN,837,-83.35297538,42.2056991
EWR,AVL,837,-74.17725485,40.68906405
USA,MSY,838,-100.4458825,39.7837304
STL,IAD,838,168.2936808,-45.7255555
ATL,RNO,839,-75.0000086,10.7500084
DEN,LNK,839,-104.985798,39.740959
OMA,DCA,840,57.0036901,21.0000287
DTW,MBS,841,-83.35297538,42.2056991
LGB,DEN,841,-118.1534124,33.81683295
PHL,CHO,841,-75.23521279,39.875018
PGD,CLE,842,-81.9930281,26.9194137
DCA,JAN,842,-117.9199499,33.8063981
JFK,BOS,842,-73.77937337,40.6429479
TUL,MSP,843,37.3690909,53.9570701
EWR,IND,843,-74.17725485,40.68906405
MCO,OMA,843,-81.3094431,28.41290355
DEN,LIR,843,-104.985798,39.740959
BHM,ORD,844,-86.75154127,33.5635078
EWR,MEM,844,-74.17725485,40.68906405
SJC,ZCL,846,-121.929329,37.3633241
ORD,ROC,846,-87.90932141,41.9779849
SNN,BOS,846,-8.920720999,52.69960575
PHX,GRR,847,-112.0094218,33.43290795
FCA,DEN,847,23.3952287,47.2002551
LGB,BZN,847,-118.1534124,33.81683295
PQI,EWR,847,-68.04423,46.68892
DAL,SEA,847,13.3636275,45.8729219
MSP,SEA,847,-93.22092805,44.87801905
NAS,BWI,847,-77.47012287,25.03933675
SMF,EWR,848,-121.5903703,38.68722345
SFO,BFL,848,95.48990319,65.2729258
MSY,CMH,848,-90.26430439,29.99420015
ILM,DCA,849,11.2804297,50.8938542
ORD,CHS,849,-87.90932141,41.9779849
DEN,PVR,850,-104.985798,39.740959
BOS,MSP,850,-71.01340799,42.3630236
SSA,MIA,850,-38.4812772,-12.9822499
TPA,ORF,851,-82.53492762,27.9791649
NAS,DTW,851,-77.47012287,25.03933675
DSM,ORD,851,-93.65927182,41.534256
TPA,KEF,851,-82.53492762,27.9791649
ATL,STI,852,-75.0000086,10.7500084
STT,SJU,853,-64.97245365,18.33476905
ORD,CRW,853,-87.90932141,41.9779849
SVO,IAD,853,37.41942601,55.9761265
PIT,FLL,854,-80.23702449,40.49178275
MSY,USA,855,-90.26430439,29.99420015
BHM,ORD,855,-86.75154127,33.5635078
